,Unnamed: 0,NameInstance,tot_real_time,tot_cputime,tot_lb,tot_lb_root,tot_heuristic,tot_build_dd,tot_pricing,rel_error,global_lower_bound,global_upper_bound,first_rel_error,nb_generated_col,date,nb_iterations_rvnd,stabilization,alpha,pricing_solver,n,m,first_size_graph,size_after_reduced_cost
1522,1692.0,wt150_046,171.3822,170.11781399999995,66.16135899999999,66.161372,102.748077,1.166205,31.059125,0.000592,302335,302514,0.000592,1495,4/10/2019,4,1,0.8,1,150,4,427148,86138
1523,1693.0,wt150_046,165.230518,164.116039,66.036248,66.036259,96.618142,1.421795,20.558969,0.000592,302335,302514,0.000592,1548,4/10/2019,4,1,0.8,3,150,4,427148,86123
1524,1694.0,wt150_046,348.8113390000001,346.977258,196.97857,196.978579,148.537496,1.423592,81.84505300000002,0.000371,585540,585757,0.000371,2170,4/10/2019,4,1,0.8,1,150,2,742956,108379
1525,1695.0,wt150_041,511.495162,510.240468,391.467798,391.467808,114.69429,4.0545160000000005,264.609887,0.001693,405168,405854,0.001693,2305,4/10/2019,4,1,0.8,5,150,2,903256,243752
1526,1696.0,wt150_046,190.986563,189.668937,78.366401,78.366411,110.322154,0.936579,28.164545,0.000552,302347,302514,0.000552,1484,4/10/2019,4,1,0.8,4,150,4,427148,85040
1527,1697.0,wt150_041,490.880103,489.71983200000005,347.731909,347.731929,137.17154,4.772977,202.732906,0.001604,405204,405854,0.001604,2508,4/10/2019,4,1,0.8,8,150,2,903256,238870
1528,1698.0,wt150_046,210.552909,209.399736,78.241963,78.241974,130.18831200000002,0.936918,43.91549600000001,0.000552,302347,302514,0.000552,1487,4/10/2019,4,1,0.8,2,150,4,427148,84860
1529,1699.0,wt150_046,184.107073,183.344745,84.644633,84.644661,96.947482,1.7198369999999998,48.077986,0.000592,302335,302514,0.000592,1548,4/10/2019,4,1,0.8,7,150,4,427148,98212
1530,1702.0,wt150_046,369.49554,367.279442,174.287003,174.287014,191.617864,1.3252540000000002,39.300247,0.000371,585540,585757,0.000371,2328,4/10/2019,4,1,0.8,3,150,2,742956,108253
1531,1703.0,wt150_046,337.923783,335.322612,170.934627,170.93463899999998,162.132388,2.20467,58.653399,0.000323,585568,585757,0.000323,2172,4/10/2019,4,1,0.8,4,150,2,742956,108428
1532,1704.0,wt150_041,569.739297,568.002558,418.895089,418.895105,146.10685700000005,2.96551,300.730865,0.001607,405203,405854,0.001607,2373,4/10/2019,4,1,0.8,6,150,2,903256,239178
1533,1705.0,wt150_046,242.1551,240.766205,124.381991,124.38201399999998,113.60469,2.742725,80.252523,0.000592,302335,302514,0.000592,1495,4/10/2019,4,1,0.8,5,150,4,427148,98260
1534,1706.0,wt150_046,451.312494,448.766352,284.625218,284.625237,162.625451,1.470777,154.543376,0.000328,585565,585757,0.000328,2296,4/10/2019,4,1,0.8,2,150,2,742956,106068
1535,1708.0,wt150_046,274.42659100000003,273.19858500000004,161.835194,161.835228,108.468603,2.853908,115.353079,0.000552,302347,302514,0.000552,1487,4/10/2019,4,1,0.8,6,150,4,427148,95682
1536,1709.0,wt150_056,142.657452,140.475861,80.443309,80.44331700000002,58.03236,1.972128,37.685037,0.000143,6982,6983,0.000143,1614,4/10/2019,4,1,0.8,3,150,2,1010652,408252
1537,1710.0,wt150_046,254.071675,252.791768,125.342223,125.34223,124.82934,2.57629,79.602828,0.000552,302347,302514,0.000552,1484,4/10/2019,4,1,0.8,8,150,4,427148,95638
1538,1711.0,wt150_056,80.884244,79.128394,21.503346,21.503366,55.961947,1.624678,9.538588,0.009452,4126,4165,0.009452,727,4/10/2019,4,1,0.8,3,150,4,508932,225504
1539,1712.0,wt150_041,501.49523099999993,495.159654,386.792406,386.792424,98.816848,0.0,343.979217,0.002125,211299,211748,0.002125,1468,4/10/2019,4,1,0.8,10,150,4,21589558,1375608
1540,1713.0,wt150_056,185.934699,182.239003,108.709922,108.70993500000002,70.701382,2.798409,67.05798100000001,0.000143,6982,6983,0.000143,1639,4/10/2019,4,1,0.8,1,150,2,1010652,418439
1541,1714.0,wt150_056,100.218338,98.542722,43.093194,43.093207,53.410937,1.987664,29.206361,0.009452,4126,4165,0.009452,694,4/10/2019,4,1,0.8,1,150,4,508932,219824
1542,1715.0,wt150_056,157.681732,154.377317,102.593085,102.593102,49.697748,2.060879,55.4726,0.000143,6982,6983,0.000143,1498,4/10/2019,4,1,0.8,4,150,2,1010652,427200
1543,1716.0,wt150_056,92.107891,90.602914,41.149619,41.149639,47.324248,2.081235,21.758936,0.009452,4126,4165,0.009452,714,4/10/2019,4,1,0.8,4,150,4,508932,227210
1544,1717.0,wt150_056,105.077589,103.705116,49.200942,49.200952,52.87719300000001,1.598214,35.58113200000001,0.009452,4126,4165,0.009452,707,4/10/2019,4,1,0.8,2,150,4,508932,223680
1545,1718.0,wt150_046,413.814972,412.606638,258.748506,258.748512,151.351139,2.458882,159.983427,0.000371,585540,585757,0.000371,2170,4/10/2019,4,1,0.8,5,150,2,742956,151978
1546,1720.0,wt150_056,117.238096,116.21802,72.383799,72.383821,39.70254600000001,4.092732,55.533426,0.009452,4126,4165,0.009452,778,4/10/2019,4,1,0.8,5,150,4,508932,228020
1547,1721.0,wt150_046,423.569962,422.235949,264.476223,264.476236,153.615349,4.081571,142.954112,0.000371,585540,585757,0.000371,2328,4/10/2019,4,1,0.8,7,150,2,742956,151792
1548,1722.0,wt150_056,233.600054,231.53589900000003,175.176066,175.176075,53.606751,2.721292,127.726328,0.000143,6982,6983,0.000143,1459,4/10/2019,4,1,0.8,2,150,2,1010652,421744
1549,1723.0,wt150_056,93.466775,92.558236,37.248828,37.248837,52.58564300000001,2.6852810000000003,22.864423,0.009452,4126,4165,0.009452,727,4/10/2019,4,1,0.8,7,150,4,508932,228088
1550,1724.0,wt150_046,429.292687,427.484067,264.886343,264.886355,158.539012,4.014464,158.246138,0.000323,585568,585757,0.000323,2172,4/10/2019,4,1,0.8,8,150,2,742956,142370
1551,1725.0,wt150_056,104.719917,103.90944,49.38264,49.382651,50.715263,3.774882,33.022451000000004,0.009452,4126,4165,0.009452,714,4/10/2019,4,1,0.8,8,150,4,508932,228082
1552,1726.0,wt150_021,1384.703289,1369.064091,1262.724399,1262.724411,89.425298,0.0,1113.456432,0.000087,605834,605887,0.000087,2490,4/10/2019,4,1,0.8,10,150,2,40042680,701203
1553,1727.0,wt150_046,495.753062,494.579112,347.351257,347.351267,144.613226,2.557214,240.902255,0.000328,585565,585757,0.000328,2296,4/10/2019,4,1,0.8,6,150,2,742956,148428
1554,1728.0,wt150_056,236.439612,235.185172,168.61580800000004,168.61582,60.67425,5.856975,121.62269,0.000143,6982,6983,0.000143,1614,4/10/2019,4,1,0.8,7,150,2,1010652,411824
1555,1729.0,wt150_056,178.82098,177.880425,119.247327,119.247335,54.118221,4.4757669999999985,100.792285,0.009452,4126,4165,0.009452,698,4/10/2019,4,1,0.8,6,150,4,508932,222392
1556,1730.0,wt150_056,244.463082,243.213914,171.121796,171.121804,66.57553100000001,5.480174,128.232311,0.000143,6982,6983,0.000143,1498,4/10/2019,4,1,0.8,8,150,2,1010652,427910
1557,1731.0,wt150_031,1179.099771,1168.60557,1052.840942,1052.840948,95.666093,0.0,978.069493,0.000754,38487,38516,0.000754,1704,4/10/2019,4,1,0.8,10,150,2,45412492,7518963
1558,1732.0,wt150_056,299.644229,298.774405,237.719209,237.71922,57.47413100000001,3.546432,192.959527,0.000143,6982,6983,0.000143,1554,4/10/2019,4,1,0.8,6,150,2,1010652,423044
1559,1733.0,wt150_056,308.3370740000001,307.364389,234.37023900000003,234.370248,67.640064,5.317572,183.561982,0.000143,6982,6983,0.000143,1685,4/10/2019,4,1,0.8,5,150,2,1010652,422512
1560,1734.0,wt150_061,158.74256,157.53863,51.803356,51.803364,103.421798,2.262828,20.079401,0.003311,54966,55148,0.003311,1365,4/10/2019,4,1,0.8,3,150,4,495840,131016
1561,1735.0,wt150_061,169.31609699999996,168.346894,60.77353100000001,60.77354,106.14158799999998,1.393095,36.281875,0.003311,54966,55148,0.003311,1317,4/10/2019,4,1,0.8,2,150,4,495840,132402
1562,1736.0,wt150_061,174.624582,173.52826299999995,53.147884,53.14789200000001,118.956861,1.389356,22.841237,0.003311,54966,55148,0.003311,1398,4/10/2019,4,1,0.8,4,150,4,495840,132496
1563,1737.0,wt150_056,261.455742,259.130452,195.791982,195.791997,51.95988,0.0,177.456346,0.009452,4126,4165,0.009452,724,4/10/2019,4,1,0.8,10,150,4,20484780,7033259
1564,1739.0,wt150_061,214.810646,213.841605,67.25553000000001,67.25554100000001,145.143393,1.412209,33.131566,0.003311,54966,55148,0.003311,1291,4/10/2019,4,1,0.8,1,150,4,495840,131010
1565,1741.0,wt150_061,201.835358,200.885737,72.664753,72.664766,125.58331499999998,2.604591,44.485443,0.003311,54966,55148,0.003311,1365,4/10/2019,4,1,0.8,7,150,4,495840,135864
1566,1742.0,wt150_061,222.366368,221.736255,105.491568,105.491577,113.663638,2.535787,78.466444,0.003311,54966,55148,0.003311,1245,4/10/2019,4,1,0.8,6,150,4,495840,135926
1567,1743.0,wt150_061,304.701619,302.992407,135.041952,135.041958,166.24058200000005,1.681153,56.68554,0.002108,102926,103143,0.002108,2095,4/10/2019,4,1,0.8,4,150,2,953280,228642
1568,1744.0,wt150_046,556.574581,550.26702,422.151259,422.151269,119.1673,0.0,376.838248,0.000549,302348,302514,0.000549,1509,4/10/2019,4,1,0.8,10,150,4,20184002,782666
1569,1745.0,wt150_061,316.366029,314.613487,144.62348400000005,144.623492,168.240671,1.7138189999999998,69.834086,0.002400,102896,103143,0.002400,2191,4/10/2019,4,1,0.8,1,150,2,953280,232837
1570,1746.0,wt150_061,263.084477,262.353519,151.14193400000005,151.141943,107.245872,3.927504,110.552569,0.003311,54966,55148,0.003311,1406,4/10/2019,4,1,0.8,5,150,4,495840,135842
1571,1747.0,wt150_061,351.1515080000001,348.1901660000001,139.77501,139.775018,205.478176,2.88128,55.66531,0.002400,102896,103143,0.002400,2149,4/10/2019,4,1,0.8,3,150,2,953280,232779
1572,1748.0,wt150_036,1187.6183529999996,1172.688601,1045.764762,1045.764782,106.780154,0.0,967.137607,0.001928,168067,168391,0.001928,1843,4/10/2019,4,1,0.8,10,150,2,43383708,4277026
1573,1749.0,wt150_061,403.265759,401.501566,188.749405,188.749412,210.817603,1.901234,113.468468,0.002157,102921,103143,0.002157,2146,4/10/2019,4,1,0.8,2,150,2,953280,232024
1574,1750.0,wt150_061,308.310837,307.117182,155.690375,155.69038600000005,147.725934,3.659828,104.688851,0.003311,54966,55148,0.003311,1398,4/10/2019,4,1,0.8,8,150,4,495840,135792
1575,1751.0,wt150_061,461.827848,460.72886100000005,293.98809,293.988101,163.680431,3.013507,213.714908,0.002157,102921,103143,0.002157,2146,4/10/2019,4,1,0.8,6,150,2,953280,243382
1576,1752.0,wt150_066,166.121369,164.915887,53.863908,53.86391999999999,109.639178,1.374749,16.999249,0.003769,117538,117981,0.003769,1630,4/10/2019,4,1,0.8,3,150,4,465608,143172
1577,1753.0,wt150_066,168.47801299999998,167.031353,64.878387,64.878398,100.130819,1.984279,23.92318,0.003701,117546,117981,0.003701,1611,4/10/2019,4,1,0.8,4,150,4,465608,144300
1578,1754.0,wt150_066,191.338695,190.116776,83.780082,83.78009200000002,105.026288,1.274571,42.172466,0.003769,117538,117981,0.003769,1644,4/10/2019,4,1,0.8,1,150,4,465608,143013
1579,1755.0,wt150_061,482.874968,480.779163,253.500058,253.500082,223.882269,3.349813,161.674163,0.002400,102896,103143,0.002400,2149,4/10/2019,4,1,0.8,7,150,2,953280,247070
1580,1756.0,wt150_066,206.157888,204.931682,102.797947,102.797954,100.792462,1.309769,65.456838,0.003709,117545,117981,0.003709,1538,4/10/2019,4,1,0.8,2,150,4,465608,143478
1581,1758.0,wt150_061,518.341311,517.115604,299.092484,299.092494,212.705878,5.2674330000000005,210.140244,0.002400,102896,103143,0.002400,2191,4/10/2019,4,1,0.8,5,150,2,953280,247148
1582,1760.0,wt150_066,202.627935,201.216687,97.624276,97.624295,101.035584,2.525641,56.885138,0.003769,117538,117981,0.003769,1630,4/10/2019,4,1,0.8,7,150,4,465608,151942
1583,1761.0,wt150_061,522.526493,521.395863,310.789515,310.789523,207.460653,3.100854,201.251394,0.002108,102926,103143,0.002108,2095,4/10/2019,4,1,0.8,8,150,2,953280,239514
1584,1762.0,wt150_066,234.21352,233.524384,134.09259699999998,134.092604,97.040399,2.341139,85.83201899999997,0.003769,117538,117981,0.003769,1644,4/10/2019,4,1,0.8,5,150,4,465608,151794
1585,1763.0,wt150_066,437.353166,435.030738,225.073248,225.073257,207.554037,2.363169,106.010669,0.002388,223193,223726,0.002388,2313,4/10/2019,4,1,0.8,1,150,2,874912,207161
1586,1764.0,wt150_066,403.648467,401.223335,209.994242,209.99437000000003,188.643766,2.549677,57.61016600000001,0.002388,223193,223726,0.002388,2427,4/10/2019,4,1,0.8,3,150,2,874912,207810
1587,1765.0,wt150_066,401.079399,399.144802,230.082286,230.082297,166.632342,2.386692,82.053823,0.002262,223221,223726,0.002262,2660,4/10/2019,4,1,0.8,4,150,2,874912,209680
1588,1766.0,wt150_066,240.390834,239.378463,103.372916,103.372925,133.608722,2.3644380000000003,62.578492,0.003701,117546,117981,0.003701,1611,4/10/2019,4,1,0.8,8,150,4,465608,150790
1589,1767.0,wt150_066,293.56565,292.398764,164.708282,164.708296,123.506654,4.14038,122.785327,0.003709,117545,117981,0.003709,1538,4/10/2019,4,1,0.8,6,150,4,465608,151476
1590,1768.0,wt150_061,510.1907,504.910432,370.639744,370.639755,123.296191,0.0,333.866234,0.003311,54966,55148,0.003311,1345,4/10/2019,4,1,0.8,10,150,4,20163000,2126068
1591,1769.0,wt150_066,489.348081,488.096574,304.713753,304.71377,180.24374,3.107975,217.841358,0.002388,223193,223726,0.002388,2313,4/10/2019,4,1,0.8,5,150,2,874912,236042
1592,1770.0,wt150_066,555.759224,553.562205,355.574041,355.574054,195.529323,2.413412,192.317017,0.002267,223220,223726,0.002267,2667,4/10/2019,4,1,0.8,2,150,2,874912,205674
1593,1771.0,wt150_076,2.169984,1.906307,0.0,0.0,0.011138,1.876764,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,150,2,1034388,0
1594,1772.0,wt150_071,302.68137,300.783451,204.002921,204.002935,95.095677,1.654822,86.202501,0.001105,554949,555562,0.001105,2387,4/10/2019,4,1,0.8,1,150,2,866760,174866
1595,1773.0,wt150_076,1.976922,1.716793,0.0,0.0,0.007503,1.7004990000000002,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,150,2,1034388,0
1596,1774.0,wt150_076,2.876128,2.352986,0.0,0.0,0.007321999999999999,2.332631,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,150,2,1034388,0
1597,1775.0,wt150_076,3.077686,2.694552,0.0,0.0,0.011894,2.6633720000000003,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,150,2,1034388,0
1598,1776.0,wt150_076,4.474065,4.13955,0.0,0.0,0.006745,4.116573000000002,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,150,2,1034388,0
1599,1777.0,wt150_076,5.256168,4.8605,0.0,0.0,0.013349,4.8269449999999985,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,150,2,1034388,0
1600,1778.0,wt150_076,4.795026999999998,4.376012,0.0,0.0,0.011531,4.344992,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,150,2,1034388,0
1601,1780.0,wt150_071,274.22159,272.167394,165.445113,165.44512,105.086541,1.602814,46.715018,0.001105,554949,555562,0.001105,2474,4/10/2019,4,1,0.8,3,150,2,866760,174734
1602,1781.0,wt150_076,4.882492,4.522234,0.0,0.0,0.011387,4.491947,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,150,2,1034388,0
1603,1782.0,wt150_071,207.076928,205.704234,74.87980300000002,74.87981500000002,129.549665,1.24034,37.844301,0.000759,287288,287506,0.000759,1592,4/10/2019,4,1,0.8,1,150,4,483482,88147
1604,1783.0,wt150_076,2.189057,2.001404,0.0,0.0,0.012028,1.971615,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,1,150,4,518842,0
1605,1784.0,wt150_076,2.137229,2.0487610000000003,0.0,0.0,0.009133,2.022103,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,2,150,4,518842,0
1606,1785.0,wt150_076,2.242171,2.064188,0.0,0.0,0.007215000000000002,2.049262,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,3,150,4,518842,0
1607,1786.0,wt150_076,2.226662,2.105421,0.0,0.0,0.012181,2.080632,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,4,150,4,518842,0
1608,1787.0,wt150_066,504.848801,503.386489,305.769883,305.769904,194.311673,3.260484,179.777171,0.002388,223193,223726,0.002388,2427,4/10/2019,4,1,0.8,7,150,2,874912,236732
1609,1788.0,wt150_076,3.359291,3.230713,0.0,0.0,0.011499,3.204247,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,5,150,4,518842,0
1610,1790.0,wt150_076,2.742352,2.50775,0.0,0.0,0.005333,2.490951,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,7,150,4,518842,0
1611,1791.0,wt150_076,4.0350800000000016,3.771656,0.0,0.0,0.014024000000000002,3.743227,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,6,150,4,518842,0
1612,1792.0,wt150_076,3.5526690000000003,3.227625,0.0,0.0,0.012529,3.198547,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,8,150,4,518842,0
1613,1793.0,wt150_071,212.533398,210.890364,78.141566,78.141577,131.023543,1.699843,21.854736,0.000759,287288,287506,0.000759,1671,4/10/2019,4,1,0.8,3,150,4,483482,88179
1614,1794.0,wt150_076,13.307699,11.034783,0.0,0.0,0.007847,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,150,4,20977726,0
1615,1795.0,wt150_076,33.907293,28.160792,0.0,0.0,0.005994,0.0,0.0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,0,179769313486231570814527423731704356798070567525844996598917476803157260780028538760589558632766878171540458953514382464234321326889464182768467546703537516986049910576551282076245490090389328944075868508455133942304583236903222948165808559332123348274797826204144723168738177180919299881250404026184124858368.000000,0,4/10/2019,4,1,0.8,10,150,2,41828892,0
1616,1796.0,wt150_066,529.377621,528.22406,361.906069,361.90608,163.07348000000005,3.211289,214.575706,0.002262,223221,223726,0.002262,2660,4/10/2019,4,1,0.8,8,150,2,874912,232464
1617,1797.0,wt150_071,262.16312400000004,259.943626,102.527795,102.527806,156.041478,1.341161,59.744327,0.000738,287294,287506,0.000738,1691,4/10/2019,4,1,0.8,2,150,4,483482,88546
1618,1798.0,wt150_071,331.110971,328.619013,222.327126,222.327138,104.65372,1.61266,72.300002,0.001029,554991,555562,0.001029,2601,4/10/2019,4,1,0.8,4,150,2,866760,179114
1619,1800.0,wt150_071,252.80264,250.380301,72.833275,72.83329499999998,176.27324299999995,1.243859,28.610254,0.000727,287297,287506,0.000727,1758,4/10/2019,4,1,0.8,4,150,4,483482,88620
1620,1801.0,wt150_056,936.494543,922.71128,831.1360530000002,831.136077,65.628556,0.0,768.645368,0.000143,6982,6983,0.000143,1535,4/10/2019,4,1,0.8,10,150,2,40803624,12604955
1621,1802.0,wt150_081,96.618002,94.125969,36.32049,36.320499,55.838053,1.937956,18.323481,0.062827,382,406,0.062827,852,4/10/2019,4,1,0.8,3,150,2,1024908,540077
1622,1805.0,wt150_081,117.31849,113.282115,66.908212,66.908229,44.24780300000001,2.09712,34.781558000000004,0.062827,382,406,0.062827,864,4/10/2019,4,1,0.8,4,150,2,1024908,543700
1623,1806.0,wt150_066,649.846304,648.036771,475.069121,475.06913,169.957662,2.975025,317.382627,0.002267,223220,223726,0.002267,2667,4/10/2019,4,1,0.8,6,150,2,874912,233166
1624,1807.0,wt150_041,1479.8525949999996,1458.297165,1298.753832,1298.7538539999996,130.92576699999998,0.0,1164.024383,0.001597,405207,405854,0.001597,2358,4/10/2019,4,1,0.8,10,150,2,43074980,1679053
1625,1808.0,wt150_081,59.631286,58.18861999999999,23.801462,23.801492,32.76319,1.592007,14.450276,0.006726,446,449,0.006726,576,4/10/2019,4,1,0.8,1,150,4,513482,253290
1626,1809.0,wt150_071,309.479533,308.382254,175.031219,175.031229,129.68142,3.633326,128.815797,0.000738,287294,287506,0.000738,1691,4/10/2019,4,1,0.8,6,150,4,483482,96158
